12.0,我国农业保险和再保险应对大灾风险能力的模拟研究,吕晓英; 庹国柱; 蒲应燕,保险研究,2022-03-20,期刊,,145.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=12&recid=&FileName=BXYJ202203004&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
13.0,养老保险全国统筹：经办服务“垂直管理”抑或“属地管理”?——基于基金可持续视角,曾益; 杨悦; 姚金,保险研究,2022-03-20,期刊,,223.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=13&recid=&FileName=BXYJ202203007&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
14.0,城镇职工养老保险费率下调能创造财政效益吗?——基于就业激励与资本深化的双中介效应分析,胡娟; 艾华,保险研究,2022-03-20,期刊,,160.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=14&recid=&FileName=BXYJ202203009&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
15.0,中国大型资管机构数字化转型的路径思考与实施建议,段国圣; 迟哲,保险研究,2022-03-20,期刊,,94.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=15&recid=&FileName=BXYJ202203002&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
16.0,数字经济对社会保障制度的影响研究进展,陈斌,保险研究,2022-03-20,期刊,,271.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=16&recid=&FileName=BXYJ202203008&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
17.0,农民合作社风险管理工具绩效评估研究,张梅; 杨丽丽,保险研究,2022-03-20,期刊,,80.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=17&recid=&FileName=BXYJ202203005&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
18.0,农业保险市场违法违规行为的特征及其治理——基于法院判决及监管处罚案例的分析,何小伟; 王京虹; 朱俊生,保险研究,2022-02-20,期刊,1.0,437.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=18&recid=&FileName=BXYJ202202003&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
19.0,保险公司关联交易监管:核心问题及优化路径,宋明; 王国军,保险研究,2022-02-20,期刊,,397.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=19&recid=&FileName=BXYJ202202001&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
20.0,保险业资产驱动型经营模式会助推系统性金融风险吗?,尚颖; 贾士彬; 毕书琨,保险研究,2022-02-20,期刊,,336.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=20&recid=&FileName=BXYJ202202002&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
21.0,环境污染责任保险与企业金融化——基于中国重污染企业的分析,胡珺; 穆颜如,保险研究,2022-02-20,期刊,,1137.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=21&recid=&FileName=BXYJ202202004&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
22.0,保险合同诉讼和行政处罚:基于大数据研究,郭锐欣; 周娟; 王影,保险研究,2022-02-20,期刊,,299.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=22&recid=&FileName=BXYJ202202005&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
23.0,灵活就业人员参加城乡居民基本养老保险兜底措施研究,薛惠元; 万诗雨,保险研究,2022-02-20,期刊,1.0,820.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=23&recid=&FileName=BXYJ202202006&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
24.0,社会治理与医保支付改革:理论分析与国际经验,顾昕; 惠文; 沈永东,保险研究,2022-02-20,期刊,1.0,465.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=24&recid=&FileName=BXYJ202202007&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
25.0,论社会保险缴费基数的去工资化,闫冬,保险研究,2022-02-20,期刊,,247.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=25&recid=&FileName=BXYJ202202008&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
26.0,中国死亡率改善率预测及实践研究,何剑钢; 郑宇西,保险研究,2022-01-20,期刊,,349.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=26&recid=&FileName=BXYJ202201006&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
27.0,贝叶斯网络挖掘健康对中老年人购买商业医疗保险的影响研究,马丽娜,保险研究,2022-01-20,期刊,,700.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=27&recid=&FileName=BXYJ202201007&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
28.0,保险人说明义务制度新论——基于保险合同构造和缔约过程的思考,李伟群; 施啸波,保险研究,2022-01-20,期刊,1.0,637.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=28&recid=&FileName=BXYJ202201008&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
29.0,“惠民保”发展模式研究,《“惠民保”发展模式研究》课题组;金小桃;王琴;陈诗雨;王起国,保险研究,2022-01-20,期刊,1.0,1825.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=29&recid=&FileName=BXYJ202201001&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
30.0,消费者权益保护视角下的金融产品可读性分析——基于对保险条款可读性的度量与检验,许闲; 杨昊,保险研究,2022-01-20,期刊,,491.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=30&recid=&FileName=BXYJ202201002&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
31.0,保险消费者投诉热线促进了保险消费吗?,卓志; 张晓涵,保险研究,2022-01-20,期刊,,508.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=31&recid=&FileName=BXYJ202201003&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
32.0,替代还是互补：现行政策性农业保险与气象指数保险关系研究,刘亚洲; 仲嘉玮; 钟甫宁,保险研究,2022-01-20,期刊,,732.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=32&recid=&FileName=BXYJ202201004&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
33.0,基于需求角度的个人养老金潜在规模测算,刘方涛; 郭小楠; 张蕊; 邱明月,保险研究,2022-01-20,期刊,,727.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=33&recid=&FileName=BXYJ202201005&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
34.0,保险诈骗罪若干问题探究,曹顺明; 杨润宇; 赵瑛,保险研究,2021-12-20,期刊,,557.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=34&recid=&FileName=BXYJ202112005&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
35.0,《民法典》视野下保险合同第三人代缴保费问题研究,王家骏,保险研究,2021-12-20,期刊,,342.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=35&recid=&FileName=BXYJ202112006&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
36.0,环境污染责任保险与企业环境信息披露,李敏鑫; 王江寒,保险研究,2021-12-20,期刊,,1323.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=36&recid=&FileName=BXYJ202112004&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
37.0,金融监管中宏观审慎政策工具的有效性研究——基于投资业务引致系统性风险的视角,邹奕格; 粟芳,保险研究,2021-12-20,期刊,,455.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=37&recid=&FileName=BXYJ202112001&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
38.0,长期护理保险会挤出家庭照护吗?——基于2011～2018年CHARLS数据的实证分析,朱铭来; 何敏,保险研究,2021-12-20,期刊,1.0,1868.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=38&recid=&FileName=BXYJ202112002&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
39.0,参与农作物保险是否促进农户农地转入?——基于内蒙古的微观实证,柴智慧,保险研究,2021-12-20,期刊,,506.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=39&recid=&FileName=BXYJ202112003&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
40.0,城乡居民医保整合对农村居民城市定居意愿的影响——来自中国劳动力动态追踪调查的证据,赵紫荆; 王天宇,保险研究,2021-12-20,期刊,,834.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=40&recid=&FileName=BXYJ202112007&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
41.0,2020年度中国、世界保险市场相关数据,,保险研究,2021-12-20,期刊,1.0,354.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=41&recid=&FileName=BXYJ202112008&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
42.0,在政府、市场与社会之间:大学生重特大疾病补充医保参与意愿的随机控制实验,王超群; 史健群,保险研究,2021-11-20,期刊,,364.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=42&recid=&FileName=BXYJ202111006&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
43.0,保险欺诈主体的构成与法律责任,李玉泉; 乔石,保险研究,2021-11-20,期刊,,381.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=43&recid=&FileName=BXYJ202111007&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
44.0,保险合同任意解除中的第三人保护检视,陈景善; 郜俊辉,保险研究,2021-11-20,期刊,1.0,409.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=44&recid=&FileName=BXYJ202111008&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
45.0,市场潜能对中国保险业集聚发展的影响及其作用机制,李沅曦; 宋昌耀,保险研究,2021-11-20,期刊,,293.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=45&recid=&FileName=BXYJ202111001&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
46.0,偿付能力监管下资本、风险与再保险的调整机制研究——基于中国产险市场的经验证据,何青华; 刘玮,保险研究,2021-11-20,期刊,,568.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=46&recid=&FileName=BXYJ202111002&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
47.0,政策性农业保险的精准扶贫效果评估——来自中国准自然实验的证据,段白鸽; 何敏华,保险研究,2021-11-20,期刊,,1202.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=47&recid=&FileName=BXYJ202111003&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
48.0,公益林保险投保主体道德风险形成机理与防范机制研究,秦涛; 吴静黎; 孙晓敏,保险研究,2021-11-20,期刊,,232.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=48&recid=&FileName=BXYJ202111004&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
49.0,商业健康保险需求中的扩展家庭网络效应,杜霞; 姚奕,保险研究,2021-11-20,期刊,1.0,651.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=49&recid=&FileName=BXYJ202111005&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
50.0,基于舆情的信用风险预警模型,苏罡; 余尚兵; 李凡,保险研究,2021-10-20,期刊,,634.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=50&recid=&FileName=BXYJ202110007&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
51.0,农业保险有助于保障国家粮食安全吗?,江生忠; 朱文冲,保险研究,2021-10-20,期刊,2.0,1374.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=51&recid=&FileName=BXYJ202110001&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
52.0,企业保险投入、政府补贴与进出口月度波动,逯建; 牟丹; 李长青; 李谭,保险研究,2021-10-20,期刊,,275.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=52&recid=&FileName=BXYJ202110002&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
53.0,损失厌恶与商业健康保险研究,张璐; 李雪,保险研究,2021-10-20,期刊,,1014.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=53&recid=&FileName=BXYJ202110003&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
54.0,大数据背景下健康保险动态定价机制研究——基于变换的隐马尔可夫模型,完颜瑞云; 周曦娇; 陈滔,保险研究,2021-10-20,期刊,,821.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=54&recid=&FileName=BXYJ202110004&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
55.0,长期护理保险财务可持续性——基于微观仿真方法和保险报销数据的评估研究,陈鹤; 赵姗姗,保险研究,2021-10-20,期刊,,648.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=55&recid=&FileName=BXYJ202110005&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
56.0,数据要素化与保险监管改革,锁凌燕; 吴海青,保险研究,2021-10-20,期刊,1.0,571.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=56&recid=&FileName=BXYJ202110006&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
57.0,中央调剂制度对省际养老保险降费空间及其均匀性的影响,薛惠元; 曹思远,保险研究,2021-10-20,期刊,1.0,374.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=57&recid=&FileName=BXYJ202110008&DbName=CJFDLAST2022&DbCode=CJFD&yx=&pr=&URLID=
58.0,基于裁判文书披露的消费贷保证保险实证研究,许荣; 黄彧; 张俊岩; 刘灿阳,保险研究,2021-09-20,期刊,2.0,385.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=58&recid=&FileName=BXYJ202109006&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
59.0,融资约束与内部资本市场、盈余管理的关系探析——基于保险集团视角的研究,王艳; 芦冠庭; 万里虹,保险研究,2021-09-20,期刊,,788.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=59&recid=&FileName=BXYJ202109001&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
60.0,我国寿险市场竞争对公司创新能力影响研究,李秀芳; 冯泽宇; 陈孝伟,保险研究,2021-09-20,期刊,1.0,777.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=60&recid=&FileName=BXYJ202109002&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
61.0,人寿保险市场多维不对称信息与逆向选择的识别——基于模型设定的检验和估计,吴夕; 周先波; 甘犁,保险研究,2021-09-20,期刊,,652.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=61&recid=&FileName=BXYJ202109003&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
62.0,农业保险的环境效应及影响机制——从中国化肥面源污染视角的考察,马九杰; 杨晨; 崔恒瑜; 王雪,保险研究,2021-09-20,期刊,4.0,1257.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=62&recid=&FileName=BXYJ202109004&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
63.0,新冠肺炎疫情对企业投保出口信用险的影响研究——来自出口信用保险数据的分析,胡赛; 蒋韶华,保险研究,2021-09-20,期刊,,1206.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=63&recid=&FileName=BXYJ202109005&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
64.0,“正规就业-灵活就业”比较视角下的养老金充足性研究,赵青; 徐静; 王晓军,保险研究,2021-09-20,期刊,1.0,734.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=64&recid=&FileName=BXYJ202109007&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
65.0,我国社会保险缴费基数研究——基于全口径城镇单位就业人员平均工资视角,李红艳; 朱敏,保险研究,2021-09-20,期刊,1.0,507.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=65&recid=&FileName=BXYJ202109008&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
66.0,政策缴费率、相对劳动成本与养老保险企业缴费损失程度,金刚; 刘钰彤; 李永涛,保险研究,2021-08-20,期刊,,567.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=66&recid=&FileName=BXYJ202108007&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
67.0,我国农业保险保费的最优补贴率研究——基于激励与约束机制,邹新阳; 范莉,保险研究,2021-08-20,期刊,3.0,1012.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=67&recid=&FileName=BXYJ202108001&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
68.0,规模异质性视角下天气指数保险与农户的技术选择偏好——基于田野经济学实验方法,汤颖梅; 徐涛,保险研究,2021-08-20,期刊,1.0,667.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=68&recid=&FileName=BXYJ202108002&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
69.0,寿险公司业务的保障属性对经营绩效的影响,张智超; 郭振华; 张雯昕; 肖勇,保险研究,2021-08-20,期刊,,820.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=69&recid=&FileName=BXYJ202108003&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
70.0,数据密集科技在保险资金宏观策略研究中的应用,白雪石; 沈非若,保险研究,2021-08-20,期刊,,263.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=70&recid=&FileName=BXYJ202108004&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
71.0,金融周期视角下的保险资管行业转型与发展,朱晓明; 徐钢; 马勇,保险研究,2021-08-20,期刊,,504.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=71&recid=&FileName=BXYJ202108005&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
72.0,家庭养育负担、养老保险参保意愿与行为:基于流动人口“三明治阶层”的分析,王鑫鑫; 朱青青,保险研究,2021-08-20,期刊,2.0,1141.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=72&recid=&FileName=BXYJ202108006&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
73.0,医保城乡统筹对大病患者医疗利用及健康不平等的影响——基于东中西部微观调研数据的实证研究,许新鹏,保险研究,2021-08-20,期刊,1.0,1217.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=73&recid=&FileName=BXYJ202108008&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
74.0,中国老龄人口健康受损进展与持续时间研究,董明英; 王晓军,保险研究,2021-07-20,期刊,,553.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=74&recid=&FileName=BXYJ202107003&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
75.0,保险人对承运人投保货运险的责任认定,高俊涛; 潘继仁,保险研究,2021-07-20,期刊,,442.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=75&recid=&FileName=BXYJ202107008&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
76.0,居民金融消费与健康养老保险配置,徐敬惠; 李鹏,保险研究,2021-07-20,期刊,,1148.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=76&recid=&FileName=BXYJ202107002&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
77.0,基于传染病模型的保险业危机公司救助研究,张琳; 李婉玉,保险研究,2021-07-20,期刊,,354.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=77&recid=&FileName=BXYJ202107004&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
78.0,完全成本保险对农业经济以及社会福利的影响分析,江生忠; 李立达,保险研究,2021-07-20,期刊,3.0,907.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=78&recid=&FileName=BXYJ202107005&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
79.0,保险负债评估的基本公式及其在IFRS17中的应用,王晴,保险研究,2021-07-20,期刊,1.0,307.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=79&recid=&FileName=BXYJ202107006&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
80.0,基于偿付能力的寿险资金战略资产配置,邓斌; 王奕渲; 丁豪; 郑振儒; 肖纲璟,保险研究,2021-07-20,期刊,,425.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=80&recid=&FileName=BXYJ202107007&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
81.0,货币超发、粮食金融化与粮食进口国粮食安全风险,王东; 王远卓,保险研究,2021-07-20,期刊,2.0,821.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=81&recid=&FileName=BXYJ202107001&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
82.0,车险欺诈与反欺诈问题研究及监管建议,车险反欺诈联合课题组,保险研究,2021-06-20,期刊,1.0,1062.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=82&recid=&FileName=BXYJ202106001&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
83.0,中国五大城市群保险业发展的空间差异及分布动态研究,郑理; 徐雷; 钟坚,保险研究,2021-06-20,期刊,,952.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=83&recid=&FileName=BXYJ202106003&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
84.0,保险资金股权投资新机遇,段国圣; 马得原,保险研究,2021-06-20,期刊,2.0,669.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=84&recid=&FileName=BXYJ202106004&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
85.0,低利率背景下寿险投资与风险的门槛效应研究,王桂虎; 郭金龙; 李腾,保险研究,2021-06-20,期刊,2.0,720.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=85&recid=&FileName=BXYJ202106005&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
86.0,政策性农业保险对不同群体的收入再分配效应,张伟; 罗向明; 曾华盛; 刘心怡,保险研究,2021-06-20,期刊,4.0,1593.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=86&recid=&FileName=BXYJ202106006&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
87.0,认知能力对新农保参保决策的影响——基于CFPS数据的研究,张跃华; 李彤,保险研究,2021-06-20,期刊,3.0,1550.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=2&CurRec=87&recid=&FileName=BXYJ202106007&DbName=CJFDLAST2021&DbCode=CJFD&yx=&pr=&URLID=
